genus;short;species;autorite;country;tdwg_level;latitude;longitude
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Albania;4.0;41.14254637;20.06837242
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Ukraine;4.0;49.17189131;31.26554566
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Germany;4.0;51.11015178;10.39233019
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Greece;4.0;39.36723826;22.67457493
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Switzerland;4.0;46.80257618;8.23458717
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Austria;4.0;47.59295853;14.13999212
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Romania;4.0;45.84359796;24.96918232
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Hungary;4.0;47.1665173;19.41351505
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Algeria;4.0;28.1633545;2.63236233
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Italy;4.0;43.52546164;12.15502009
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Russia;4.0;;
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Finland;4.0;64.49433632;26.2588367
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Sweden;4.0;62.78773775;16.74115723
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Great Britain;4.0;54.1326318;-2.66771255
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Portugal;4.0;39.69200296;-7.96236769
Cixius;gravelyi;Cixius gravelyi;Muir, 1922;India (Darjiling);4.0;26.95998536;88.53606433
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Tadzhikistan;4.0;38.52781577;71.04218428
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Tunisia;4.0;34.11124296;9.56155572
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Turkey;4.0;38.98893748;35.43587039
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Turkmenistan;4.0;39.12222047;59.38352408
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Ukraine;4.0;49.17189131;31.26554566
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Yugoslavia;3.0;;
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Poland;4.0;52.12472508;19.4009187
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Portugal;4.0;39.69200296;-7.96236769
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Romania;4.0;45.84359796;24.96918232
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Russia (Primorye);4.0;45.16706365;134.7137746
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Slovakia;4.0;48.71130651;19.50871249
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Spain;4.0;40.39193845;-3.55713118
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Sweden;4.0;62.78773775;16.74115723
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Switzerland;4.0;46.80257618;8.23458717
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Jordan;4.0;31.2533825;36.7869267
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Kazakhstan;4.0;48.16004423;67.30130123
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Kyrgyzstan;4.0;41.46490869;74.55549193
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Libya;4.0;27.04405009;18.02318175
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Lithuania;4.0;55.33585013;23.89683075
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Moldova;4.0;47.19332561;28.47434317
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Mongolia;4.0;46.83520929;103.083029
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Netherlands;4.0;52.25357257;5.60098481
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Georgia;4.0;42.06279154;43.93943288
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Germany;4.0;51.11015178;10.39233019
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Great Britain;4.0;54.1326318;-2.66771255
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Greece;4.0;39.36723826;22.67457493
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Hungary;4.0;47.1665173;19.41351505
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Ireland;4.0;53.17707634;-8.15158685
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Israel;4.0;31.48781564;35.02148317
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Italy;4.0;43.52546164;12.15502009
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Azerbaijan;4.0;40.38015597;47.71281698
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Belgium;4.0;50.64294584;4.66435768
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Cyprus;4.0;35.04300313;33.21867825
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Czech Republic;4.0;49.74303445;15.33833451
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Denmark;4.0;55.96231824;10.05081371
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Estonia;4.0;58.67400787;25.5257709
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Finland;4.0;64.49433632;26.2588367
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;France;4.0;46.63137208;2.45150425
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Inner Mongolia (Nei Mongol);4.0;44.06270526;113.8562748
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Manchuria (Heilongjiang);4.0;47.86654263;127.7523268
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Iran;4.0;32.56479713;54.30142285
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Afghanistan;4.0;33.83890296;66.02653864
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Albania;4.0;41.14254637;20.06837242
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Algeria;4.0;28.1633545;2.63236233
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Armenia;4.0;40.28641688;44.94793424
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Austria;4.0;47.59295853;14.13999212
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;China;2.0;;
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Russia;4.0;;
Cixius;leporinus;Cixius leporinus;LinnÃ©, 1761;Madeira;4.0;32.76736726;-16.94699093
Cixius;longipennis;Cixius longipennis;Melichar, 1902;Democratic Republic of the Congo (Katanga);4.0;-2.87623132;23.6544568
Cixius;longipennis;Cixius longipennis;Melichar, 1902;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Cixius;longipennis;Cixius longipennis;Melichar, 1902;Democratic Republic of the Congo (Katanga);4.0;-2.87623132;23.6544568
Cixius;longipennis;Cixius longipennis;Melichar, 1902;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Cixius;longipennis;Cixius longipennis;Melichar, 1902;United States of America (Arizona);4.0;34.29669616;-111.6575963
Cixius;longipennis;Cixius longipennis;Melichar, 1902;United States of America (California);4.0;37.23999046;-119.5874549
Cixius;longipennis;Cixius longipennis;Melichar, 1902;United States of America (Nevada);4.0;39.35827474;-116.6521158
Cixius;longipennis;Cixius longipennis;Melichar, 1902;Iran;4.0;32.56479713;54.30142285
Cixius;nubilus;Cixius nubilus;Walker, 1858;Sri Lanka;4.0;7.61235709;80.70426571
Cixius;nubilus;Cixius nubilus;Walker, 1858;Indonesia;4.0;;
Cixius;nubilus;Cixius nubilus;Walker, 1858;India;3.0;;
Cixius;nubilus;Cixius nubilus;Walker, 1858;Indonesia (Jawa);4.0;-7.28863437;110.0767031
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Azerbaijan;4.0;40.38015597;47.71281698
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Ukraine;4.0;49.17189131;31.26554566
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Egypt;4.0;26.35781078;29.5313701
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Armenia;4.0;40.28641688;44.94793424
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Russia;4.0;;
Cixius;obscurus;Cixius obscurus;Signoret, 1865;France;4.0;46.63137208;2.45150425
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Greece;4.0;39.36723826;22.67457493
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Mongolia;4.0;46.83520929;103.083029
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Russia (Dagestan);4.0;43.02471998;46.87426751
Cixius;obscurus;Cixius obscurus;Signoret, 1865;Italy;4.0;43.52546164;12.15502009
Cixius;pinicola;Cixius pinicola;Fieber, 1876;Spain;4.0;40.39193845;-3.55713118
Cixius;pinicola;Cixius pinicola;Fieber, 1876;France;4.0;46.63137208;2.45150425
Cixius;pinicola;Cixius pinicola;Fieber, 1876;Italy;4.0;43.52546164;12.15502009
Cixius;pinicola;Cixius pinicola;Fieber, 1876;Belgium;4.0;50.64294584;4.66435768
Cixius;pinicola;Cixius pinicola;Fieber, 1876;Great Britain;4.0;54.1326318;-2.66771255
Cixius;pinicola;Cixius pinicola;Fieber, 1876;Spain (Catalonia);4.0;40.39193845;-3.55713118
Cixius;variegatus;Cixius variegatus;StÃ¥l, 1855;South Africa;4.0;;
Cixius;variegatus;Cixius variegatus;StÃ¥l, 1855;KwaZulu-Natal;4.0;-28.7085677;30.72508497
Cixius;variegatus;Cixius variegatus;StÃ¥l, 1855;Angola;4.0;-12.3357622;17.57181504
Cixius;variegatus;Cixius variegatus;StÃ¥l, 1855;Kenya;4.0;0.52977986;37.85786204
Cixius;variegatus;Cixius variegatus;StÃ¥l, 1855;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Cixius;venustulus;Cixius venustulus;(Germar, 1830);Spain;4.0;40.39193845;-3.55713118
Cixius;venustulus;Cixius venustulus;(Germar, 1830);France;4.0;46.63137208;2.45150425
Cixius;venustulus;Cixius venustulus;(Germar, 1830);Italy;4.0;43.52546164;12.15502009
Cixius;venustulus;Cixius venustulus;(Germar, 1830);Belgium;4.0;50.64294584;4.66435768
Cixius;venustulus;Cixius venustulus;(Germar, 1830);Great Britain;4.0;54.1326318;-2.66771255
Colvanalia;apicalis;Colvanalia apicalis;(Metcalf, 1954);;;;
Colvanalia;concinnula;Colvanalia concinnula;(Walker, 1870);Indonesia;4.0;;
Colvanalia;mavors;Colvanalia mavors;Fennah, 1970;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Colvanalia;rumina;Colvanalia rumina;Fennah, 1969;France (New Caledonia);4.0;-21.29461419;165.6718498
Commolenda;deusta;Commolenda deusta;Distant, 1911;India;3.0;;
Confuga;persephone;Confuga persephone;Fennah, 1975;New Zealand South;4.0;-44.02210597;170.4796022
Cotyleceps;decorata;Cotyleceps decorata;Uhler, 1895;Saint Vincent and the Grenadines;4.0;13.20205468;-61.20753009
Cotyleceps;procellata;Cotyleceps procellata;Uhler, 1901;Haiti;4.0;18.93899332;-72.68358029
Cretofennahia;cretacea;Cretofennahia cretaceaâ€ ;(Martins-Neto, 1988);;;;
Cubana;bullata;Cubana bullata;Fennah, 1949;;;;
Cubana;castanea;Cubana castanea;(Fowler, 1904);Panama;4.0;8.50542914;-80.10899702
Cubana;cypassis;Cubana cypassis;Fennah, 1971;Great Britain (Cayman Islands);4.0;19.431525;-80.82909683
Cubana;haruspex;Cubana haruspex;Fennah, 1948;Dominica;4.0;15.43661252;-61.35549385
Cubana;insularis;Cubana insularis;Muir, 1925;Mauritius (Rodrigues);4.0;-19.71779025;63.41351669
Cubana;irrorata;Cubana irrorata;Uhler, 1895;Saint Vincent and the Grenadines;4.0;13.20205468;-61.20753009
Cubana;irrorata;Cubana irrorata;Uhler, 1895;Cuba;4.0;21.62012559;-79.03522543
Cubana;strix;Cubana strix;Fennah, 1948;Saint Kitts-Nevis;4.0;17.26585656;-62.69617397
Cubana;tortriciformis;Cubana tortriciformis;Muir, 1924;United States of America (Puerto Rico);4.0;18.22091539;-66.46614558
Cubana;tortriciformis;Cubana tortriciformis;Muir, 1924;United States of America (Virgin Islands);4.0;17.96788989;-64.78692721
Cubana;tortrix;Cubana tortrix;Uhler, 1895;Saint Vincent and the Grenadines;4.0;13.20205468;-61.20753009
Cubana;tortrix;Cubana tortrix;Uhler, 1895;Saint Lucia;4.0;13.89811518;-60.96869084
Cubana;tortrix;Cubana tortrix;Uhler, 1895;Dominica;4.0;15.43661252;-61.35549385
Cubana;tortrix;Cubana tortrix;Uhler, 1895;Cuba;4.0;21.62012559;-79.03522543
Cubana;trinitatis;Cubana trinitatis;Myers, 1928;Cuba;4.0;21.62012559;-79.03522543
Cubana;variegata;Cubana variegata;(Fowler, 1904);Guatemala;4.0;15.70230638;-90.35694443
Cubanella;haitiensis;Cubanella haitiensis;Caldwell, 1950;Haiti;4.0;18.93899332;-72.68358029
Cubanella;irrorata;Cubanella irrorata;(Uhler, 1895);Saint Vincent and the Grenadines;4.0;13.20205468;-61.20753009
Cubanella;irrorata;Cubanella irrorata;(Uhler, 1895);Cuba;4.0;21.62012559;-79.03522543
Cubanella;jamaicensis;Cubanella jamaicensis;Caldwell, 1950;Jamaica;4.0;18.15132857;-77.31974834
Cubanella;nodosa;Cubanella nodosa;Fennah, 1949;;;;
Curiatus;insignis;Curiatus insignis;Distant, 1917;Seychelles;4.0;-4.70189449;55.5220677
Curiatus;insignis;Curiatus insignis;Distant, 1917;Madagascar;4.0;-19.37352737;46.70598974
Cyclopoliarus;atkinsae;Cyclopoliarus atkinsae;(Myers, 1928);Cuba;4.0;21.62012559;-79.03522543
Cyclopoliarus;biperforatus;Cyclopoliarus biperforatus;(Fennah, 1945);Trinidad-Tobago;4.0;10.46836429;-61.25263722
Cyclopoliarus;hispaniolae;Cyclopoliarus hispaniolae;Fennah, 1971;Haiti;4.0;18.93899332;-72.68358029
Cyclopoliarus;jamaicensis;Cyclopoliarus jamaicensis;Fennah, 1945;Jamaica;4.0;18.15132857;-77.31974834
Cyclopoliarus;montserratensis;Cyclopoliarus montserratensis;Fennah, 1945;Great Britain (Montserrat);4.0;16.73575969;-62.18692145
Cyclopoliarus;naparimae;Cyclopoliarus naparimae;Fennah, 1945;Trinidad-Tobago;4.0;10.46836429;-61.25263722
Cyclopoliarus;omani;Cyclopoliarus omani;(Metcalf, 1938);;;;
Cyclopoliarus;pirata;Cyclopoliarus pirata;Fennah, 1971;Great Britain (Cayman Islands);4.0;19.431525;-80.82909683
Diacira;intermaculata;Diacira intermaculata;StÃ¥l, 1862;;;;
Diastrocixius;apicatus;Diastrocixius apicatus;Caldwell, 1944;Bolivia;4.0;-16.71511345;-64.67053986
Diastrocixius;aurelus;Diastrocixius aurelus;Caldwell, 1944;Guyana;4.0;4.7923797;-58.97416751
Diastrocixius;magnus;Diastrocixius magnus;Caldwell, 1944;Bolivia;4.0;-16.71511345;-64.67053986
Diastrocixius;thelyus;Diastrocixius thelyus;Caldwell, 1944;Mexico Southeast (Chiapas);4.0;16.4988661;-92.46536864
Dorialus;conspersa;Dorialus conspersa;(Walker, 1996);;;;
Dorialus;gezira;Dorialus gezira;(Linnavuori, 1973);;;;
Duiliopsis;balachowskyi;Duiliopsis balachowskyi;de Bergevin, 1933;Morocco;4.0;31.88356133;-6.31780089
Duiliopsis;balachowskyi;Duiliopsis balachowskyi;de Bergevin, 1933;Tunisia;4.0;34.11124296;9.56155572
Duiliopsis;balachowskyi;Duiliopsis balachowskyi;de Bergevin, 1933;Algeria;4.0;28.1633545;2.63236233
Duilius;arcufera;Duilius arcufera;(Puton, 1884);Algeria;4.0;28.1633545;2.63236233
Duilius;bagdadus;Duilius bagdadus;Dlabola, 1954;Iraq;4.0;33.04801462;43.7722378
Duilius;balachowskyi;Duilius balachowskyi;(de Bergevin, 1933);Morocco;4.0;31.88356133;-6.31780089
Duilius;balachowskyi;Duilius balachowskyi;(de Bergevin, 1933);Tunisia;4.0;34.11124296;9.56155572
Duilius;balachowskyi;Duilius balachowskyi;(de Bergevin, 1933);Algeria;4.0;28.1633545;2.63236233
Duilius;bipunctata;Duilius bipunctata;(Fieber, 1866);Spain;4.0;40.39193845;-3.55713118
Duilius;fasciata;Duilius fasciata;(HorvÃ¡th, 1894);;;;
Duilius;gracilis;Duilius gracilis;(Mitjaev, 1969);;;;
Duilius;letourneuxi;Duilius letourneuxi;(Puton & Lethierry, 1887);Tunisia;4.0;34.11124296;9.56155572
Duilius;letourneuxi;Duilius letourneuxi;(Puton & Lethierry, 1887);Algeria;4.0;28.1633545;2.63236233
Duilius;modestus;Duilius modestus;(HorvÃ¡th, 1894);Russia;4.0;;
Duilius;plagiata;Duilius plagiata;(Lethierry, 1888);Indonesia;4.0;;
Duilius;seticulosa;Duilius seticulosa;(Lethierry, 1874);;;;
Duilius;seticulosus;Duilius seticulosus;(Lethierry, 1874);Spain (Canary Islands);4.0;28.33813028;-15.67748558
Duilius;seticulosus;Duilius seticulosus;(Lethierry, 1874);Morocco;4.0;31.88356133;-6.31780089
Duilius;seticulosus;Duilius seticulosus;(Lethierry, 1874);Italy;4.0;43.52546164;12.15502009
Duilius;seticulosus;Duilius seticulosus;(Lethierry, 1874);Algeria;4.0;28.1633545;2.63236233
Duilius;seticulosus;Duilius seticulosus;(Lethierry, 1874);Tunisia;4.0;34.11124296;9.56155572
Duilius;seticulosus;Duilius seticulosus;(Lethierry, 1874);Libya;4.0;27.04405009;18.02318175
Duilius;suleiman;Duilius suleiman;(Synave, 1960);;;;
Duilius;tamaricicola;Duilius tamaricicola;(Dubovskiy, 1966);Mongolia;4.0;46.83520929;103.083029
Duilius;tamaricis;Duilius tamaricis;(Lethierry, 1887);Turkmenistan;4.0;39.12222047;59.38352408
Duilius;tamaricis;Duilius tamaricis;(Lethierry, 1887);Russia (South European Russia) Volgograd;4.0;48.91779832;44.67469326
Duilius;tamaricis;Duilius tamaricis;(Lethierry, 1887);Iran;4.0;32.56479713;54.30142285
Duilius;tamaricis;Duilius tamaricis;(Lethierry, 1887);Turkey;4.0;38.98893748;35.43587039
Duilius;tenuis;Duilius tenuis;StÃ¥l, 1858;Namibia;4.0;-22.23553957;17.07189693
Duilius;vatrum;Duilius vatrum;(Dlabola, 1985);Iran;4.0;32.56479713;54.30142285
Duilius;viridissima;Duilius viridissima;(Dlabola, 1960);Russia (Dagestan);4.0;43.02471998;46.87426751
Duilius;viridula;Duilius viridula;(HorvÃ¡th, 1895);Italy;4.0;43.52546164;12.15502009
Dysoliarus;unicornis;Dysoliarus unicornis;Fennah, 1949;Australia (New South Wales);4.0;-32.17021086;147.0127743
Dysoliarus;unicornis;Dysoliarus unicornis;Fennah, 1949;Australia (Queensland);4.0;-22.57378083;144.5481729
Dysoliarus;unicornis;Dysoliarus unicornis;Fennah, 1949;Australia (South Australia);4.0;-30.10453814;135.8267162
Dysoliarus;unicornis;Dysoliarus unicornis;Fennah, 1949;Australia (Western Australia);4.0;-25.46607155;122.1782044
Dystheatias;aeneas;Dystheatias aeneas;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;balius;Dystheatias balius;Fennah, 1970;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Dystheatias;baumanensis;Dystheatias baumanensis;(Muir, 1921);;;;
Dystheatias;baumanensis odenatus;Dystheatias baumanensis odenatus;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Dystheatias;beecheyi;Dystheatias beecheyi;Kirkaldy, 1907;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;bisignata;Dystheatias bisignata;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Dystheatias;boreas;Dystheatias boreas;Fennah, 1970;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Dystheatias;carpus;Dystheatias carpus;Fennah, 1970;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Dystheatias;cleon;Dystheatias cleon;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;clymene;Dystheatias clymene;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;ensicauda;Dystheatias ensicauda;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;fuscovenosa;Dystheatias fuscovenosa;Melichar, 1914;Philippines (Luzon);4.0;11.74740395;122.873632
Dystheatias;lacon;Dystheatias lacon;Kirkaldy, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;leucon;Dystheatias leucon;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Dystheatias;merenda;Dystheatias merenda;Fennah, 1967;Samoa (American Samoa);4.0;-14.28592649;-170.4018397
Dystheatias;merenda;Dystheatias merenda;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Dystheatias;nigricosta;Dystheatias nigricosta;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;orpheus;Dystheatias orpheus;Fennah, 1956;Caroline Islands;3.0;;
Dystheatias;orphus;Dystheatias orphus;Fennah, 1956;Caroline Islands;3.0;;
Dystheatias;periander;Dystheatias periander;Fennah, 1967;Tonga;4.0;-19.98207653;-174.8245319
Dystheatias;podarge;Dystheatias podarge;Fennah, 1970;Solomon Islands (South Solomons);4.0;-8.8388223;159.4055411
Dystheatias;punctata;Dystheatias punctata;Melichar, 1914;Philippines (Mindanao);4.0;11.74740395;122.873632
Dystheatias;punctata;Dystheatias punctata;Melichar, 1914;Philippines (Luzon);4.0;11.74740395;122.873632
Dystheatias;simois;Dystheatias simois;(Fennah, 1950);Fiji;4.0;-17.46392685;160.7916367
Dystheatias;smaragdus;Dystheatias smaragdus;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Dystheatias;tafunae;Dystheatias tafunae;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Dystheatias;tafunae;Dystheatias tafunae;Fennah, 1967;Samoa (American Samoa);4.0;-14.28592649;-170.4018397
Dystheatias;telamon;Dystheatias telamon;Fennah, 1956;Federated States of Micronesia;4.0;7.09583265;154.8281847
Dystheatias;telamon;Dystheatias telamon;Fennah, 1956;Palau;4.0;7.3881454;134.4839158
Dystheatias;tyndaris;Dystheatias tyndaris;Fennah, 1956;Caroline Islands;3.0;;
Dystheatias;vitiensis;Dystheatias vitiensis;(Kirkaldy, 1907);Fiji;4.0;-17.46392685;160.7916367
Dystheatias;zantheres;Dystheatias zantheres;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Dystheatias;zebrina;Dystheatias zebrina;Fennah, 1967;Samoa;4.0;-13.7583492;-172.1594545
Eparmene;cubana;Eparmene cubana;Myers, 1928;Cuba;4.0;21.62012559;-79.03522543
Eparmene;pulchella;Eparmene pulchella;Fowler, 1904;Panama;4.0;8.50542914;-80.10899702
Epaustraloma;simois;Epaustraloma simois;Fennah, 1950;Fiji;4.0;-17.46392685;160.7916367
Epoliarus;politus;Epoliarus politus;Matsumura, 1910;Egypt;4.0;26.35781078;29.5313701
Eucarpia;africana;Eucarpia africana;(Muir, 1946);Sierra Leone;4.0;8.56034577;-11.79209994
Eucarpia;arcuigera;Eucarpia arcuigera;(StÃ¥l, 1859);Sri Lanka;4.0;7.61235709;80.70426571
Eucarpia;australis;Eucarpia australis;(Muir, 1913);Australia (Northern Territory);4.0;-19.41428342;133.3652138
Eucarpia;australis;Eucarpia australis;(Muir, 1913);Australia (Queensland);4.0;-22.57378083;144.5481729
Eucarpia;bicolor;Eucarpia bicolor;(Walker, 1870);Papua New Guinea;4.0;-6.66875068;144.3719717
Eucarpia;brunnea;Eucarpia brunnea;(Muir, 1913);;;;
Eucarpia;buxtoni;Eucarpia buxtoni;(Muir, 1927);Samoa;4.0;-13.7583492;-172.1594545
Eucarpia;communis;Eucarpia communis;(Muir, 1913);Singapore;4.0;1.35118038;103.8076536
Eucarpia;elisabethana;Eucarpia elisabethana;(Synave, 1962);;;;
Eucarpia;fasciata;Eucarpia fasciata;(Distant, 1916);Sri Lanka;4.0;7.61235709;80.70426571
Eucarpia;granulinervis;Eucarpia granulinervis;(Muir, 1913);Australia (Queensland);4.0;-22.57378083;144.5481729
Eucarpia;granulinervis;Eucarpia granulinervis;(Muir, 1913);Indonesia (Maluku);4.0;-1.42061876;127.9904995
Eucarpia;insignis;Eucarpia insignis;(Distant, 1912);Sri Lanka;4.0;7.61235709;80.70426571
